pagan_roman_peakNoneseed1,pagan_roman_peakNoneseed2,pagan_roman_peak500000seed1,pagan_roman_peak500000seed2,pagan_roman_peak1000000seed1,pagan_roman_peak1000000seed2,pagan_roman_peak2000000seed1,pagan_roman_peak2000000seed2
1.0,0.9322596779913784,0.6699886542385125,0.6600320686786332,0.7417400930519129,0.7462671485232949,0.7916270994498875,0.7845429480317639
0.9322596779913784,1.0,0.6498965322363545,0.6436261197601112,0.7183201667067897,0.7207868802624771,0.7658956300066622,0.7642244620087005
0.6699886542385125,0.6498965322363545,1.0,0.8256034344205165,0.8888246358568845,0.822543821548519,0.8342930053422882,0.8008829740191706
0.6600320686786332,0.6436261197601112,0.8256034344205165,1.0,0.8158068780516239,0.8790440762329632,0.799538486233296,0.8223742852388085
0.7417400930519129,0.7183201667067897,0.8888246358568845,0.8158068780516239,1.0,0.8683168686112135,0.924474607385329,0.8702257998681715
0.7462671485232949,0.7207868802624771,0.822543821548519,0.8790440762329632,0.8683168686112135,1.0,0.8767971130719864,0.9260016870359856
0.7916270994498875,0.7658956300066622,0.8342930053422882,0.799538486233296,0.924474607385329,0.8767971130719864,1.0,0.9041237842550576
0.7845429480317639,0.7642244620087005,0.8008829740191706,0.8223742852388085,0.8702257998681715,0.9260016870359856,0.9041237842550576,1.0
